# E[eV], EF_E [erg/cm^3s]
2.037052663544267080e+20,3.601461139263032618e-12
2.251291362337664860e+20,3.194608533070472276e-12
2.488061741770486579e+20,2.801074041223361885e-12
2.749733479381387837e+20,2.427172800662358057e-12
3.038925473871277588e+20,2.081408076151900109e-12
3.358532055921784914e+20,1.762019912078143288e-12
3.711751955629576028e+20,1.472426206052701923e-12
4.102120316472210883e+20,1.216107953418558730e-12
4.533544076212365558e+20,9.875945544487908308e-13
5.010341068844040847e+20,7.900457124768206664e-13
5.537283238926479524e+20,6.227351646261242444e-13
6.119644400809280799e+20,4.838395872804013697e-13
6.763253020738874245e+20,3.697519863106351462e-13
7.474550550107889336e+20,2.775376334196497552e-13
8.260655893665584251e+20,2.049627757768043879e-13
9.129436657909385134e+20,1.486535790749567259e-13
1.008958789273520177e+21,1.060286481624673874e-13
1.115071911441907843e+21,7.397928699159745722e-14
1.232345048088622399e+21,5.013753218200651586e-14
1.361951908182082716e+21,3.319125202032157159e-14
1.505189640740469211e+21,2.149584889442211858e-14
1.663491817135100920e+21,1.360476845596127816e-14
1.838442778754522808e+21,8.351070674977267504e-15
2.031793493625684099e+21,4.969824464813306551e-15
2.245479080690427888e+21,2.865513249961220092e-15
2.481638177126304711e+21,1.601376519692466753e-15
2.742634342546239652e+21,8.565608819466349778e-16
3.031079714297631736e+21,4.406640508596374623e-16
3.349861150610790285e+21,2.170720853471331279e-16
3.702169123246477148e+21,1.020218458321503424e-16
4.091529648809631023e+21,4.550157802589112653e-17
4.521839578308646273e+21,1.906627177238111586e-17
4.997405598150172869e+21,7.556893329655437174e-18
5.522987332904015626e+21,2.811065180176132502e-18
6.103844981225711206e+21,9.743545158784122980e-19
6.745791961692663448e+21,3.130748692071413842e-19
7.455253095451164934e+21,9.279152840867607553e-20
8.239328907986087182e+21,2.533072865271158618e-20
9.105866693566220206e+21,6.271167544097530878e-21
1.006353905360305547e+22,1.414310105485326503e-21
1.112193069496064069e+22,2.906619985662976660e-22
1.229163435692330582e+22,5.441221895426003557e-23
1.358435682689111976e+22,9.289619380744512930e-24
1.501303610584247514e+22,1.460670874585149151e-24
1.659197089619679327e+22,2.116477850897352487e-25
1.833696370803426407e+22,2.778281933594325878e-26
2.026547901592794196e+22,3.307051016567846362e-27
2.239681804927588788e+22,3.475957700395215574e-28
2.475231196549150776e+22,3.136050742245164542e-29
2.735553533939712157e+22,2.355209122492906682e-30
3.023254210549238465e+22,1.427998350226397330e-31
3.341212631448750024e+22,6.782154438129491678e-33
3.692611031384170745e+22,2.446395014321648003e-34
4.080966323651113858e+22,6.483049244308680752e-36
4.510165298545308153e+22,1.216784446449529129e-37
4.984503523666253211e+22,1.552544328685051614e-39
5.508728335401502324e+22,1.286705343905920523e-41
6.088086351865021098e+22,6.586504361265446411e-44
6.728375982814494143e+22,1.970548802053444024e-46
7.436005462085243345e+22,3.243986676367928165e-49
8.218056983348290100e+22,2.751405442188058867e-52
9.082357581084966781e+22,1.119825153663245846e-55
1.003755746617900516e+23,2.020096347318340379e-59
1.109321660013413967e+23,1.481230220467384581e-63
1.225990037438227777e+23,4.014167601262879993e-68
1.354928535227205555e+23,3.620259054546163812e-73
1.497427613203934699e+23,9.677568837930377796e-79
1.654913450036420747e+23,6.747183975299974340e-85
1.828962216912491307e+23,1.065179514698838932e-91
2.021315852390852261e+23,0.000000000000000000e+00
2.233899496307661755e+23,0.000000000000000000e+00
2.468840757223050980e+23,0.000000000000000000e+00
2.728491006242780569e+23,0.000000000000000000e+00
3.015448910330485738e+23,0.000000000000000000e+00
3.332586440640158792e+23,0.000000000000000000e+00
3.683077616168744591e+23,0.000000000000000000e+00
4.070430270405055831e+23,0.000000000000000000e+00
4.498521158906468882e+23,0.000000000000000000e+00
4.971634759171395719e+23,0.000000000000000000e+00
