# E[eV], EF_E [erg/cm^3s]
2.624087254091958008e+12,8.101065671815102671e-13
2.900064919715413574e+12,8.069539605806680205e-13
3.205067409800866211e+12,8.038977896994096075e-13
3.542147291783960938e+12,8.009400061657328145e-13
3.914678174420047852e+12,7.980809447577900343e-13
4.326388471994502441e+12,7.953217551113907254e-13
4.781398719546060547e+12,7.926621213164629421e-13
5.284262812566454102e+12,7.901025489870597782e-13
5.840013583917069336e+12,7.876422152172272522e-13
6.454213174111877930e+12,7.852811171700777617e-13
7.133008699089162109e+12,7.830180399152043232e-13
7.883193772613946289e+12,7.808525714660211047e-13
8.712276499047996094e+12,7.787831954170218398e-13
9.628554616981759766e+12,7.768091741234099137e-13
1.064119854579124414e+13,7.749287649010894388e-13
1.176034316627735156e+13,7.731409625540276831e-13
1.299718925395940234e+13,7.714438387874061405e-13
1.436411558020127344e+13,7.698361465188199627e-13
1.587480280311575195e+13,7.683158227630145496e-13
1.754437038818929492e+13,7.668814398535915590e-13
1.938952792897436328e+13,7.655308142203602163e-13
2.142874238231800000e+13,7.642623425451087034e-13
2.368242289187295703e+13,7.630737605256279706e-13
2.617312504966696094e+13,7.619633201406383490e-13
2.892577664004915234e+13,7.609286432143078536e-13
3.196792712533423828e+13,7.599679216906026945e-13
3.533002337008102344e+13,7.590786023503433713e-13
3.904571436354657812e+13,7.582586475819480815e-13
4.315218799008026562e+13,7.575054502902336341e-13
4.769054321796992969e+13,7.568168804128566849e-13
5.270620143173015625e+13,7.561902414806314751e-13
5.824936102458520312e+13,7.556232214214604722e-13
6.437549980086077344e+13,7.551130553482985606e-13
7.114593021649595312e+13,7.546573178886888012e-13
7.862841301471076562e+13,7.542531686080001435e-13
8.689783539829904688e+13,7.538978330305078929e-13
9.603696052592464062e+13,7.535882591104084569e-13
1.061372558336310156e+14,7.533216321251469883e-13
1.172998084716836406e+14,7.530947150642755188e-13
1.296363370187484062e+14,7.529043425379746537e-13
1.432703095989744375e+14,7.527464843954270683e-13
1.583381795924805312e+14,7.526184606733455947e-13
1.749907513066487500e+14,7.525162518021936725e-13
1.933946892763159062e+14,7.524360447459750469e-13
2.137341862984609062e+14,7.523735686931983740e-13
2.362128068956219062e+14,7.523242764112584908e-13
2.610555246580595938e+14,7.522842530339373635e-13
2.885109738550680000e+14,7.522489227398784544e-13
3.188539378503040000e+14,7.522135319289416088e-13
3.523880992260564375e+14,7.521726292496734313e-13
3.894490791405936875e+14,7.521207211048492526e-13
