# E[eV], EF_E [erg/cm^3s]
1.867180343740362000e+15,1.901134631701199187e-08
2.063553414704342000e+15,1.864719009156674562e-08
2.280579221826938500e+15,1.828987049421721383e-08
2.520429832330718500e+15,1.793918967430463213e-08
2.785505751742195000e+15,1.759688532251243192e-08
3.078459948957911500e+15,1.726213981980092465e-08
3.402224408048930500e+15,1.693668690908132396e-08
3.760039472542819000e+15,1.662027546823074825e-08
4.155486275870812500e+15,1.631406887386089428e-08
4.592522582554907000e+15,1.601895566618877093e-08
5.075522398845358000e+15,1.573523662599420130e-08
5.609319749245425000e+15,1.546344721450705174e-08
6.199257057053437000e+15,1.520611483841995287e-08
6.851238613130669000e+15,1.496275584253233136e-08
7.571789668028959000e+15,1.473676872698198036e-08
8.368121738891279000e+15,1.452963391596466772e-08
9.248204784739242000e+15,1.434089514168085896e-08
1.022084697250188000e+16,1.417213709324254996e-08
1.129578283211058000e+16,1.402288899241395002e-08
1.248377068294680800e+16,1.389488322342371893e-08
1.379670030671819800e+16,1.379257297172110960e-08
1.524771194439028800e+16,1.371822753895594576e-08
1.685132780813485600e+16,1.367507057074896393e-08
1.862359742451004800e+16,1.366511276140674023e-08
2.058225826351706800e+16,1.368680971611792952e-08
2.274691326116127600e+16,1.373804459057474972e-08
2.513922701222467600e+16,1.383210055316234705e-08
2.778314259681250800e+16,1.397779391168601559e-08
3.070512121074584000e+16,1.417438226665908037e-08
3.393440699810407600e+16,1.442587129171370161e-08
3.750331973644741600e+16,1.473685751179990261e-08
4.144757830401405600e+16,1.511150658799927175e-08
4.580665816625957600e+16,1.555612178669909746e-08
5.062418645958233600e+16,1.607542862298480580e-08
5.594837862636947200e+16,1.667487161953912527e-08
6.183252097134878400e+16,1.736289185332457533e-08
6.833550396883711200e+16,1.815821725893546981e-08
7.552241165840188800e+16,1.906969441945132736e-08
8.346517302780283200e+16,2.010164449883612489e-08
9.224328190247977600e+16,2.126201007636507455e-08
1.019445925464744800e+17,2.255731118663582322e-08
1.126661989374347680e+17,2.399890125050125605e-08
1.245154065157785280e+17,2.559794914923594798e-08
1.376108061336051360e+17,2.735974411370759140e-08
1.520834609518065600e+17,2.927779340521496299e-08
1.680782181642302080e+17,3.137673418138463280e-08
1.857551586770808960e+17,3.366017773471621813e-08
2.052911992524374080e+17,3.613604976271054523e-08
2.268818631506664640e+17,3.881108784861152602e-08
2.507432369929358400e+17,4.168989529447050883e-08
2.771141334287429440e+17,4.477405544634427173e-08
3.062584812531807360e+17,4.805075830749320284e-08
3.384679668950317440e+17,5.153222486181375796e-08
3.740649537125793280e+17,5.521358146413056134e-08
4.134057083144565760e+17,5.907906649649550591e-08
4.568839661956019840e+17,6.311925633281458403e-08
5.049348723744355200e+17,6.734617550634337782e-08
5.580393364704657280e+17,7.171867314006306546e-08
6.167288458093884160e+17,7.618794352331728234e-08
6.815907847268974080e+17,8.075860487246285650e-08
7.532743133085273600e+17,8.547533760677188729e-08
8.324968644019864320e+17,9.022004843419002708e-08
9.200513239262424320e+17,9.494234837902049205e-08
1.016813966340278400e+18,9.964351277878846095e-08
1.123753224692427776e+18,1.042400363479523440e-07
1.241939383023801600e+18,1.086114714375987076e-07
1.372555288130715392e+18,1.127771394230161478e-07
1.516908187893009920e+18,1.166055204483261857e-07
1.676442814650181120e+18,1.200280819873759012e-07
1.852755844568265984e+18,1.230018634772866656e-07
2.047611877711535360e+18,1.254214550410176810e-07
2.262961098753053696e+18,1.272187650825947290e-07
2.500958795078391808e+18,1.282939597427314086e-07
2.763986927626145792e+18,1.286446505513186038e-07
3.054677970353680384e+18,1.283649106889522631e-07
3.375941256921237504e+18,1.273361529259425813e-07
3.730992098281092608e+18,1.257043654903693686e-07
4.123383962590307840e+18,1.235355341698476080e-07
4.557044039514321920e+18,1.205728979912007878e-07
5.036312544861208576e+18,1.167351997864969319e-07
5.565986158920171520e+18,1.121423425575450602e-07
6.151366033250140160e+18,1.069074849146608397e-07
6.798310846386420736e+18,1.013623069238142766e-07
7.513295439464498176e+18,9.521844850421497994e-08
8.303475618606568448e+18,8.871939103676192220e-08
9.176759772634189824e+18,8.204282736829945124e-08
1.014188802288177766e+19,7.512644429370019398e-08
1.120851969726868275e+19,6.834089005836630175e-08
1.238733000409938534e+19,6.161638050443567779e-08
1.369011687313655603e+19,5.500777949389819913e-08
1.512991903324726067e+19,4.861912703733807018e-08
1.672114650838405325e+19,4.250176231958847832e-08
1.847972483794823987e+19,3.669968254804422901e-08
2.042325446494056448e+19,3.133085452130144202e-08
2.257118688711096320e+19,2.641762266965697287e-08
2.494501933408547635e+19,2.195848245889334592e-08
2.756850991886596506e+19,1.805185845856332160e-08
3.046791541701074534e+19,1.466000060960849735e-08
3.367225405326887731e+19,1.173979329859592695e-08
3.721359592572765798e+19,9.247274685823545300e-09
4.112738397413267866e+19,7.181923760573332685e-09
4.545278870474178560e+19,5.484449740028451806e-09
5.023310022191797862e+19,4.098198959792116373e-09
5.551616149004298650e+19,3.011953619356899873e-09
6.135484716198681805e+19,2.169077510167245158e-09
6.780759276640410010e+19,1.526331235774272757e-09
7.493897955014631424e+19,1.051544347709613203e-09
8.282038082908751462e+19,7.098619064041338936e-10
9.153067631625720627e+19,4.671046395217381910e-10
1.011570415765230551e+20,2.986270742439509023e-10
1.117958205089425981e+20,1.853146119274750827e-10
1.235534895888881582e+20,1.115543572701987474e-10
1.365477235204016701e+20,6.489203896825125961e-11
1.509085729641817047e+20,3.633667845162210858e-11
1.667797661283107799e+20,1.961840736097136730e-11
1.843201472484672799e+20,1.012772282913482183e-11
2.037052663544267080e+20,5.027899801429999287e-12
2.251291362337664860e+20,2.393418359893180667e-12
2.488061741770486579e+20,1.091946702926535442e-12
2.749733479381387837e+20,4.760775052480056917e-13
3.038925473871277588e+20,1.988385842718033162e-13
3.358532055921784914e+20,7.748239479589729174e-14
3.711751955629576028e+20,2.841701633167510146e-14
4.102120316472210883e+20,9.751269759897696999e-15
4.533544076212365558e+20,3.117297631773927317e-15
5.010341068844040847e+20,9.247718685953803989e-16
5.537283238926479524e+20,2.549307527666870464e-16
